0 1440.04456387334858 1429.71625026123070 1449.57243477967518
1 1451.19087332349045 1440.77370745242683 1460.80362116740730
2 1462.52204936053749 1452.01467760045671 1472.22051042066232
3 1474.04264601506384 1463.44371971393184 1483.82767975580464
4 1485.75736786410744 1475.06554351249315 1495.62985770213641
5 1497.67107630394185 1486.88501570643621 1507.63193040660326
6 1509.78879613911818 1498.90716659295686 1519.83894825638458
7 1522.11572250654558 1511.13719698780005 1532.25613283822418
8 1534.65722815465097 1523.58048551237744 1544.88888425465279
9 1547.41887109904928 1536.24259625780360 1557.74278881863347
10 1560.40640267763661 1549.12928684879898 1570.82362714966621
11 1573.62577602963938 1562.24651693200281 1584.13738269600617
12 1587.08315502487676 1575.60045711499652 1597.69025070938574
13 1600.78492367137369 1589.19749838420603 1611.48864770052933
14 1614.73769603150072 1603.04426203187154 1625.53922140577106
15 1628.94832667898572 1617.14761012449912 1639.84886129731376
16 1643.42392173154713 1631.51465654754747 1654.42470967202576
17 1658.17185049644900 1646.15277866371525 1669.27417335629116
18 1673.19975776907631 1661.06962962496141 1684.40493606719951
19 1688.51557682765974 1676.27315138143035 1699.82497147342792
20 1704.12754317055214 1691.77158843374946 1715.54255700246131
21 1720.04420904604444 1707.57350237872424 1731.56628844437955
22 1736.27445882857319 1723.68778730235636 1747.90509540635276
23 1752.82752529941627 1740.12368607833264 1764.56825767622468
24 1769.71300689455552 1756.89080763474453 1781.56542255818977
25 1786.94088598741291 1773.99914525680742 1798.90662324860932
26 1804.52154827962795 1791.45909599883566 1816.60229832551681
27 1822.46580337903060 1809.28148128470707 1834.66331243135437
28 1860.70298201964761 1847.33461966423420 1872.94804299184943
29 1879.82489528009296 1866.30539877311435 1892.20824037865418
30 1899.35861040042528 1885.68613619388907 1911.88211757913791
31 1919.31743068194237 1905.49010020306355 1931.98300166898980
32 1939.71523783034445 1925.73113595873065 1952.52479916197444
33 1960.56652373619841 1946.42369719736007 1973.52202784718406
34 1981.88642437409612 1967.58288004371047 1994.98985074878397
35 2003.69075598715062 1989.22445910005558 2016.94411237517033
36 2025.99605373861687 2011.36492599604730 2039.40137743966693
37 2048.81961302913942 2034.02153059718194 2062.37897225161259
38 2072.17953369660336 2057.21232508828234 2085.89502899519857
39 2096.09476733597103 2080.95621116875054 2109.96853313387237
40 2120.58516799910649 2105.27299061891335 2134.61937420076993
41 2145.67154655965123 2130.18341952176388 2159.86840026074378
42 2171.37572905581419 2155.70926645214604 2185.73747635741984
43 2197.72061935485272 2181.87337497625776 2212.24954728966622
44 2224.73026651738473 2208.69973083860532 2239.42870509629256
45 2252.42993727798648 2236.21353425177040 2267.30026166617608
46 2280.84619410121013 2264.44127774692925 2295.89082693377713
47 2310.00697931989635 2293.41083009064459 2325.22839316781210
48 2339.94170591598458 2323.15152682666530 2355.34242591430120
49 2370.68135556378320 2353.69426806107549 2386.26396221505138
50 2402.25858462269753 2385.07162417596146 2418.02571678980257
51 2434.70783884169123 2417.31795023188170 2450.66219694568190
52 2468.06547762244600 2450.46950990386995 2484.20982706243103
53 2502.36990878364168 2484.56460989090465 2518.70708359752643
