0.000000000000000000e+00 3.826588459955726762e+02 3.804071875023442999e+02 3.846766693197466793e+02
1.000000000000000000e+00 3.850649862759534017e+02 3.827988547656449896e+02 3.870956373640716492e+02
2.000000000000000000e+00 3.875016214333464859e+02 3.852215933678264719e+02 3.895451005997877587e+02
3.000000000000000000e+00 3.899692412382306088e+02 3.876742198478792716e+02 3.920259716044246829e+02
4.000000000000000000e+00 3.924685052206892806e+02 3.901585487074166849e+02 3.945385615675848499e+02
5.000000000000000000e+00 3.950000216333546632e+02 3.926750768788260757e+02 3.970835642264437979e+02
6.000000000000000000e+00 3.975644077045643598e+02 3.952242171618864859e+02 3.996616259029244702e+02
7.000000000000000000e+00 4.001623099888005299e+02 3.978066157632529212e+02 4.022734135935144195e+02
8.000000000000000000e+00 4.027943955660704205e+02 4.004230364115970815e+02 4.049195277708378171e+02
9.000000000000000000e+00 4.054613350731272590e+02 4.030740851202818931e+02 4.076006956636375662e+02
1.000000000000000000e+01 4.081638250957536798e+02 4.057604822539104816e+02 4.103176020510627495e+02
1.100000000000000000e+01 4.109025768166282546e+02 4.084829065100032608e+02 4.130709690301352452e+02
1.200000000000000000e+01 4.136783337236749389e+02 4.112421189508730777e+02 4.158615467757582564e+02
1.300000000000000000e+01 4.164918533865288737e+02 4.140388890368400894e+02 4.186900829462002775e+02
1.400000000000000000e+01 4.193439118418262410e+02 4.168739611317813569e+02 4.215573641544752945e+02
1.500000000000000000e+01 4.222353022281989752e+02 4.197481160295833433e+02 4.244641933554793241e+02
1.600000000000000000e+01 4.251668424815103435e+02 4.226621905908071426e+02 4.274113847028382907e+02
1.700000000000000000e+01 4.281393726938305804e+02 4.256169684711218792e+02 4.303997562691738494e+02
1.800000000000000000e+01 4.311537722696337482e+02 4.286134334383606301e+02 4.334302614835825125e+02
1.900000000000000000e+01 4.342109240745170382e+02 4.316523818566163868e+02 4.365037327686119397e+02
2.000000000000000000e+01 4.373117345486041927e+02 4.347347203218032519e+02 4.396210963034057499e+02
2.100000000000000000e+01 4.404571514444298259e+02 4.378613945807143750e+02 4.427832905941538115e+02
2.200000000000000000e+01 4.436481439667250015e+02 4.410333682817694125e+02 4.459913140142992916e+02
2.300000000000000000e+01 4.468857080956697132e+02 4.442516807742827041e+02 4.492461507083041283e+02
2.400000000000000000e+01 4.501708738597024535e+02 4.475172494366544242e+02 4.525488600451345746e+02
2.500000000000000000e+01 4.535047244429179045e+02 4.508312040632970934e+02 4.559004748345168991e+02
2.600000000000000000e+01 4.568883009265866235e+02 4.541946471095691891e+02 4.593020934936213280e+02
2.700000000000000000e+01 4.603227497266387331e+02 4.576086483356173744e+02 4.627548812415068937e+02
2.800000000000000000e+01 4.638092295663620348e+02 4.610743324385296660e+02 4.662599508368628562e+02
2.900000000000000000e+01 4.673489272555075331e+02 4.645929590757049255e+02 4.698185427927099340e+02
3.000000000000000000e+01 4.709430637033800622e+02 4.681656877549403362e+02 4.734318522636351076e+02
